marcador	familia	informe_id	base_id	solapa	campo_logico	periodo_ref	operacion	valor_fijo	filtro	dimensiones	formato	catalogo	separador	notas
enc_impresiones	enc	jm	reuniones	Agenda JM	imp_totales		ULTIMO		imp_totales!=0		miles			_44 (12/08) - RE-APUNTADO de digital/Digital a reuniones/Agenda JM. La fila vieja apuntaba a una solapa con uso=ignorar (R-22) y publicaba error desde que se cableo el 04/08: nunca dio un numero. V-88 valida la fuente nueva: 3354 da 42.500, identico al deck y a Digital 2026 acumulado. SIN VALIDAR
camp_impresiones	camp	jm	looker	resumen_metricas_dinamico	dig_impresiones		ULTIMO				miles			2026-08-19_1 — rama por cuenta (`D-30`/`R-17`), 1 fila por id medida el 19/08. SIN VALIDAR
camp_visualizaciones	camp	jm	looker	resumen_metricas_dinamico	dig_visualizaciones		ULTIMO				miles			2026-08-19_1 — rama por cuenta (`D-30`/`R-17`), 1 fila por id medida el 19/08. SIN VALIDAR
camp_clics	camp	jm	looker	resumen_metricas_dinamico	dig_clics		ULTIMO				miles			2026-08-19_1 — rama por cuenta (`D-30`/`R-17`), 1 fila por id medida el 19/08. SIN VALIDAR
camp_alcance	camp	jm	looker	resumen_metricas_dinamico	alcance		ULTIMO				miles			2026-08-19_1 — rama por cuenta (`D-30`/`R-17`), 1 fila por id medida el 19/08. El alcance de esta base se movió +56,7% en dos días sobre una ventana cerrada (19/08): dos corridas del mismo período pueden dar distinto y NO es un bug del motor. CAPAS (medido 26/08): el campo lógico es `alcance`, resuelve a la col K, y el ENCABEZADO FÍSICO de esa columna es `meta_alcance`. Las dos cosas son ciertas y son capas distintas — `meta_alcance` NO existe como campo lógico de esta solapa, así que buscarlo como tal da cero. La consecuencia de dominio sigue abierta en A-12: si la columna es sólo de Meta, el alcance publicado no es el total. SIN VALIDAR
camp_entregados	camp	jm	looker	resumen_metricas_dinamico	mail_entregados		ULTIMO				miles			2026-08-19_1 — rama por cuenta (`D-30`/`R-17`), 1 fila por id medida el 19/08. SIN VALIDAR
camp_aperturas	camp	jm	looker	resumen_metricas_dinamico	mail_aperturas		ULTIMO				miles			2026-08-19_1 — rama por cuenta (`D-30`/`R-17`), 1 fila por id medida el 19/08. SIN VALIDAR
camp_ctor	camp	jm	looker	resumen_metricas_dinamico	mail_clics/mail_aperturas		PCT				porcentaje_sin_signo			2026-08-19_1 — rama por cuenta (`D-30`/`R-17`), 1 fila por id medida el 19/08. PCT sobre los agregados de la fila, no promedio de una tasa. SIN VALIDAR
camp_frecuencia	camp	jm	looker	resumen_metricas_dinamico	dig_impresiones/alcance		RATIO				numero_revisar			2026-08-19_1 — rama por cuenta (`D-30`/`R-17`), 1 fila por id medida el 19/08. RATIO y no la columna `frecuencia_total` (col M): el hecho «frecuencia» ya tiene una sola definición en el motor (D-33). X-19 CERRADA el 26/08 (C-87) POR REPRODUCCIÓN: Autódromo 3481-AGOINFAN da `camp_meta_frecuencia` 1,87 contra 1,87 y `camp_frecuencia` 7,19 contra 7,17. La definición del motor era correcta; lo que fallaba era el caso contra el que se la había probado. Mugica 3509-AGOSEGGJ NO reproduce (2,84 contra 1,64) y NO es la fórmula: sus operandos son de otra foto de la base. El 8,4 del deck de 3305 sigue sin reproducir y sigue siendo error del deck, no del motor. SIN VALIDAR
camp_titulo	camp	jm	digital	Seguimiento digital	sd_campana_cuentas		ULTIMO				texto			2026-08-19_1 — unión digital por cuenta; `sd_campana_cuentas` es la MISMA columna contra la que catalogoDeCampanas_ resuelve el id, así que lo publicado y lo matcheado son el mismo texto. SIN VALIDAR
u1_pre_meta_impresiones	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_impresiones		SUMA			etapa=pre && plataforma=meta	miles			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). SIN VALIDAR
u1_pre_meta_clics	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_clics		SUMA			etapa=pre && plataforma=meta	miles			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). SIN VALIDAR
u1_pre_meta_ctr	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_clics/des_impresiones		PCT			etapa=pre && plataforma=meta	porcentaje_sin_signo			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). PCT sobre los agregados del corte, no promedio de tasas. SIN VALIDAR
u1_pre_google_impresiones	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_impresiones		SUMA			etapa=pre && plataforma=google	miles			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). SIN VALIDAR
u1_pre_google_clics	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_clics		SUMA			etapa=pre && plataforma=google	miles			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). SIN VALIDAR
u1_pre_google_ctr	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_clics/des_impresiones		PCT			etapa=pre && plataforma=google	porcentaje_sin_signo			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). PCT sobre los agregados del corte, no promedio de tasas. SIN VALIDAR
u1_pre_prog_impresiones	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_impresiones		SUMA			etapa=pre && plataforma=programmatic	miles			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). SIN VALIDAR
u1_pre_prog_clics	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_clics		SUMA			etapa=pre && plataforma=programmatic	miles			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). SIN VALIDAR
u1_pre_prog_ctr	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_clics/des_impresiones		PCT			etapa=pre && plataforma=programmatic	porcentaje_sin_signo			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). PCT sobre los agregados del corte, no promedio de tasas. SIN VALIDAR
u1_post_meta_impresiones	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_impresiones		SUMA			etapa=post && plataforma=meta	miles			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). SIN VALIDAR
u1_post_meta_vistas	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_visualizaciones		SUMA			etapa=post && plataforma=meta	miles			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). SIN VALIDAR
u1_post_meta_vtr	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_visualizaciones/des_impresiones		PCT			etapa=post && plataforma=meta	porcentaje_sin_signo			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). PCT sobre los agregados del corte, no promedio de tasas. SIN VALIDAR
u1_post_google_impresiones	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_impresiones		SUMA			etapa=post && plataforma=google	miles			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). SIN VALIDAR
u1_post_google_vistas	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_visualizaciones		SUMA			etapa=post && plataforma=google	miles			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). SIN VALIDAR
u1_post_google_vtr	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_visualizaciones/des_impresiones		PCT			etapa=post && plataforma=google	porcentaje_sin_signo			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). PCT sobre los agregados del corte, no promedio de tasas. SIN VALIDAR
u1_post_prog_impresiones	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_impresiones		SUMA			etapa=post && plataforma=programmatic	miles			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). SIN VALIDAR
u1_post_prog_vistas	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_visualizaciones		SUMA			etapa=post && plataforma=programmatic	miles			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). SIN VALIDAR
u1_post_prog_vtr	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_visualizaciones/des_impresiones		PCT			etapa=post && plataforma=programmatic	porcentaje_sin_signo			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). PCT sobre los agregados del corte, no promedio de tasas. SIN VALIDAR
u1_total_impresiones	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_impresiones		SUMA				miles			Validada 26/08/2026 marcador por marcador sobre 3487-AGOJDGAG / agosto_14_20. R-33: «PRE + POST» significa la SUMA DE LO QUE MUESTRA LA LÁMINA — los tres totales (impresiones, clics, visualizaciones) llevan `dimensiones` VACÍO. DEROGA R-28, que repartía tres cortes distintos en la misma fila. Fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32); clave Id cuentas vía SOLAPAS.campo_id_cuenta (D-30).
u1_total_clics	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_clics		SUMA				miles			Validada 26/08/2026 marcador por marcador sobre 3487-AGOJDGAG / agosto_14_20. R-33: «PRE + POST» significa la SUMA DE LO QUE MUESTRA LA LÁMINA — los tres totales (impresiones, clics, visualizaciones) llevan `dimensiones` VACÍO. DEROGA R-28, que repartía tres cortes distintos en la misma fila. Fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32); clave Id cuentas vía SOLAPAS.campo_id_cuenta (D-30).
u1_total_vistas	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_visualizaciones		SUMA				miles			Validada 26/08/2026 marcador por marcador sobre 3487-AGOJDGAG / agosto_14_20. R-33: «PRE + POST» significa la SUMA DE LO QUE MUESTRA LA LÁMINA — los tres totales (impresiones, clics, visualizaciones) llevan `dimensiones` VACÍO. DEROGA R-28, que repartía tres cortes distintos en la misma fila. Fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32); clave Id cuentas vía SOLAPAS.campo_id_cuenta (D-30).
u1_fecha_fin	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_fecha_fin		ULTIMO			etapa=post	fecha			2026-08-21_13 — fuente digital/CAMPAÑAS_DESGLOCE_DIGITAL (D-32, decidida 14/08; mapeada por el _7). Clave: Id cuentas via SOLAPAS.campo_id_cuenta (D-30). la campaña que termina última es la del post. SIN VALIDAR
u1_pre_meta_alcance	u1	jm	reuniones	Agenda JM	alc_real		ULTIMO				miles			2026-08-21_18 — el alcance del 1 a 1 sale de `reuniones`, no de `digital/Alcance`. La etapa la separa LA SOLAPA: PRE es `Agenda JM` (col AF, «Alcance manual») y POST es `Agenda JM | Post` (col G, «Alcance»). Es la forma (ID, solapa) que D-30 punto 1 cita de C-50. ⭐ `dimensiones` vacío es CORRECTO y cambió de sentido: antes significaba «no hay nada que separe» —los dos publicaban el mismo número—, ahora significa «no hace falta», porque el corte lo hace la solapa. `filtro` vacío también: el recorte lo hace la cuenta del ítem (D-30 punto 2), y `SOLAPAS.reuniones/Agenda JM.campo_id_cuenta = id_cuenta` está declarado —medido en la hoja viva el 21/08—. `formato = miles_revisar` SE CONSERVA: el número no está validado. ⚠ La solapa entera es carga a mano (0 fórmulas en 44 columnas × 154 filas), así que la tasa de carga de AF decide si esto rinde y NO está medida.
u1_post_meta_alcance	u1	jm	reuniones	Agenda JM | Post	alc_real		ULTIMO				miles			2026-08-21_18 — el POST del par. Misma medida y misma operación que `u1_pre_meta_alcance`; lo único que los separa es LA SOLAPA, y eso es todo el diseño. ⭐ El `meta` del nombre NO es vestigial: R-NN (usuario, 21/08) dice que el único alcance que existe es el de Meta, así que no hay otra plataforma que este token pudiera estar excluyendo. Eso además explica la nota de esta solapa desde el 14/08 — su banda «Acumulado» está mal rotulada porque NO HAY NADA QUE ACUMULAR. ⚠ El control de este cableado es que PRE y POST publiquen números DISTINTOS: si salen iguales, el corte por solapa no funcionó y el cableado no sirve — es exactamente la falla que este paso vino a evitar, y cada token por separado se vería bien.
ecv_fecha	ecv	jm	rdv	RVD JM-CM - ES	fecha_periodo		ULTIMO			ambito=jm	fecha			la fecha de la reunion (dato del usuario, 22/08). campo_logico y columna salen de TOKENS_CORTE_VERTICAL_ en Marcadores.gs, donde ya estaban declarados desde el 2.9E
camp_desde	camp	jm	looker	resumen_metricas_dinamico	fecha_inicio		ULTIMO				fecha			inicio de la campania destacada. Col C de resumen_metricas_dinamico, ya mapeada. La solapa ya declara campo_id_cuenta, asi que la rama por cuenta anda sin tocar esquema. Verificado contra el deck del equipo: 3509-AGOSEGGJ dice «del 10/08 al 24/08»
camp_hasta	camp	jm	looker	resumen_metricas_dinamico	fecha_fin		ULTIMO				fecha			fin de la campania destacada. Col D, ya mapeada. Idem camp_desde
m2_campanias	m2	jm	digital	Directa Mail	mail_campana		CUENTA_DISTINTOS			tipo_envio=m2	miles			campanias DISTINTAS de M2, no envios. Copia la config de su hermano m2_envios y solo cambia la pregunta: aquel es CONTEO de filas, este CUENTA_DISTINTOS sobre el nombre | 2026-08-25 (usuario): la fila SE CONSERVA y su numero NO se usa — el banner de Campanias de L-038 lo escribe el equipo en su deck. NO se retira la fila: la definicion esta medida (campanias distintas de M2 de la ventana) y sirve de control contra lo que el equipo publica. Una fila que no se usa no entra a FALTANTES y no falla, asi que sin esta nota no se distingue de un olvido. | 2026-08-26: ya tiene un hermano que SI se pinta -- m2_camp_lista publica la lista de esos mismos nombres, con LISTA_CRUDA sobre el mismo campo y las mismas dimensiones. Los dos comparten distintosDeCampo_ (R-10), asi que este numero tiene que ser EXACTAMENTE la cantidad de lineas de la lista: es la identidad interna que cierra L-038, y si difieren son dos universos.
ecv_barrio1	ecv	jm	rdv	RVD JM-CM - ES	barrio		ELEMENTO	1		ambito=jm		rdv/Comunas	3	ELEMENTO N de 3 sobre el mismo conjunto que ecv_barrios (R-32). Las columnas se copian de ecv_barrios: mismo universo, mismo orden. valor_fijo con denominador para habilitar el control de desborde. OJO R-32: publica una POSICION, no una cosa
ecv_barrio2	ecv	jm	rdv	RVD JM-CM - ES	barrio		ELEMENTO	2		ambito=jm		rdv/Comunas	3	ELEMENTO N de 3 sobre el mismo conjunto que ecv_barrios (R-32). Las columnas se copian de ecv_barrios: mismo universo, mismo orden. valor_fijo con denominador para habilitar el control de desborde. OJO R-32: publica una POSICION, no una cosa
ecv_barrio3	ecv	jm	rdv	RVD JM-CM - ES	barrio		ELEMENTO	3		ambito=jm		rdv/Comunas	3	ELEMENTO N de 3 sobre el mismo conjunto que ecv_barrios (R-32). Las columnas se copian de ecv_barrios: mismo universo, mismo orden. valor_fijo con denominador para habilitar el control de desborde. OJO R-32: publica una POSICION, no una cosa
camp_meta_impresiones	camp	jm	looker	DIGITAL	Impresiones		SUMA			plataforma=meta	miles_revisar			L-046 desglose por plataforma. Molde: los u1_* sobre CAMPANAS_DESGLOCE_DIGITAL. Habilitado por X-39 (campo_id_cuenta en looker/DIGITAL): el corte por cuenta lo pone el item de campania
camp_meta_vistas	camp	jm	looker	DIGITAL	Visualizaciones		SUMA			plataforma=meta	miles_revisar			L-046 desglose por plataforma. Molde: los u1_* sobre CAMPANAS_DESGLOCE_DIGITAL. Habilitado por X-39 (campo_id_cuenta en looker/DIGITAL): el corte por cuenta lo pone el item de campania
camp_meta_clics	camp	jm	looker	DIGITAL	Clics		SUMA			plataforma=meta	miles_revisar			L-046 desglose por plataforma. Molde: los u1_* sobre CAMPANAS_DESGLOCE_DIGITAL. Habilitado por X-39 (campo_id_cuenta en looker/DIGITAL): el corte por cuenta lo pone el item de campania
camp_meta_ctr	camp	jm	looker	DIGITAL	Clics/Impresiones		PCT			plataforma=meta	porcentaje_sin_signo_revisar			L-046 desglose por plataforma. Molde: los u1_* sobre CAMPANAS_DESGLOCE_DIGITAL. Habilitado por X-39 (campo_id_cuenta en looker/DIGITAL): el corte por cuenta lo pone el item de campania
camp_meta_vtr	camp	jm	looker	DIGITAL	Visualizaciones/Impresiones		PCT			plataforma=meta	porcentaje_sin_signo_revisar			L-046 desglose por plataforma. Molde: los u1_* sobre CAMPANAS_DESGLOCE_DIGITAL. Habilitado por X-39 (campo_id_cuenta en looker/DIGITAL): el corte por cuenta lo pone el item de campania
camp_google_impresiones	camp	jm	looker	DIGITAL	Impresiones		SUMA			plataforma=google	miles_revisar			L-046 desglose por plataforma. Molde: los u1_* sobre CAMPANAS_DESGLOCE_DIGITAL. Habilitado por X-39 (campo_id_cuenta en looker/DIGITAL): el corte por cuenta lo pone el item de campania
camp_google_vistas	camp	jm	looker	DIGITAL	Visualizaciones		SUMA			plataforma=google	miles_revisar			L-046 desglose por plataforma. Molde: los u1_* sobre CAMPANAS_DESGLOCE_DIGITAL. Habilitado por X-39 (campo_id_cuenta en looker/DIGITAL): el corte por cuenta lo pone el item de campania
camp_google_clics	camp	jm	looker	DIGITAL	Clics		SUMA			plataforma=google	miles_revisar			L-046 desglose por plataforma. Molde: los u1_* sobre CAMPANAS_DESGLOCE_DIGITAL. Habilitado por X-39 (campo_id_cuenta en looker/DIGITAL): el corte por cuenta lo pone el item de campania
camp_google_ctr	camp	jm	looker	DIGITAL	Clics/Impresiones		PCT			plataforma=google	porcentaje_sin_signo_revisar			L-046 desglose por plataforma. Molde: los u1_* sobre CAMPANAS_DESGLOCE_DIGITAL. Habilitado por X-39 (campo_id_cuenta en looker/DIGITAL): el corte por cuenta lo pone el item de campania
camp_google_vtr	camp	jm	looker	DIGITAL	Visualizaciones/Impresiones		PCT			plataforma=google	porcentaje_sin_signo_revisar			L-046 desglose por plataforma. Molde: los u1_* sobre CAMPANAS_DESGLOCE_DIGITAL. Habilitado por X-39 (campo_id_cuenta en looker/DIGITAL): el corte por cuenta lo pone el item de campania
camp_prog_impresiones	camp	jm	looker	DIGITAL	Impresiones		SUMA			plataforma=programmatic	miles_revisar			L-046 desglose por plataforma. Molde: los u1_* sobre CAMPANAS_DESGLOCE_DIGITAL. Habilitado por X-39 (campo_id_cuenta en looker/DIGITAL): el corte por cuenta lo pone el item de campania
camp_prog_vistas	camp	jm	looker	DIGITAL	Visualizaciones		SUMA			plataforma=programmatic	miles_revisar			L-046 desglose por plataforma. Molde: los u1_* sobre CAMPANAS_DESGLOCE_DIGITAL. Habilitado por X-39 (campo_id_cuenta en looker/DIGITAL): el corte por cuenta lo pone el item de campania
camp_prog_clics	camp	jm	looker	DIGITAL	Clics		SUMA			plataforma=programmatic	miles_revisar			L-046 desglose por plataforma. Molde: los u1_* sobre CAMPANAS_DESGLOCE_DIGITAL. Habilitado por X-39 (campo_id_cuenta en looker/DIGITAL): el corte por cuenta lo pone el item de campania
camp_prog_ctr	camp	jm	looker	DIGITAL	Clics/Impresiones		PCT			plataforma=programmatic	porcentaje_sin_signo_revisar			L-046 desglose por plataforma. Molde: los u1_* sobre CAMPANAS_DESGLOCE_DIGITAL. Habilitado por X-39 (campo_id_cuenta en looker/DIGITAL): el corte por cuenta lo pone el item de campania
camp_prog_vtr	camp	jm	looker	DIGITAL	Visualizaciones/Impresiones		PCT			plataforma=programmatic	porcentaje_sin_signo_revisar			L-046 desglose por plataforma. Molde: los u1_* sobre CAMPANAS_DESGLOCE_DIGITAL. Habilitado por X-39 (campo_id_cuenta en looker/DIGITAL): el corte por cuenta lo pone el item de campania
camp_ctr	camp	jm	looker	resumen_metricas_dinamico	dig_clics/dig_impresiones		PCT				porcentaje_sin_signo			fila TOTALES de L-046. Molde exacto: camp_ctor, que ya vive ahi con PCT sobre la misma solapa. NO necesitaba X-39: resumen_metricas_dinamico declara campo_id_cuenta desde el 19/08
camp_vtr	camp	jm	looker	resumen_metricas_dinamico	dig_visualizaciones/dig_impresiones		PCT				porcentaje_sin_signo			fila TOTALES de L-046, idem camp_ctr
camp_meta_frecuencia	camp	jm	looker	resumen_metricas_dinamico	meta_frecuencia		ULTIMO				numero_revisar			frecuencia de Meta, columna L, mapeada el 23/08. Molde: camp_alcance, que lee meta_alcance (K) con ULTIMO y sin dimensiones. dimensiones VACIO a proposito: aca la plataforma es una COLUMNA y no una dimension de fila, al reves que en looker/DIGITAL
camp_dig_impl	camp	jm	looker	DIGITAL	ldig_id_cuenta		CONTEO				numero			implementaciones digitales = CONTEO de filas de looker/DIGITAL para la cuenta de la campania, una por plataforma. Destrabado por X-39. Molde: ivr_campanias. Sin filtro: estado=Activa podria dejar afuera una plataforma y dar 3 donde el equipo publica 4
camp_dir_impl	camp	jm	digital	Directa Mail	mail_id_cuenta		CONTEO				numero			implementaciones de directa = CONTEO de envios de digital/Directa Mail para la cuenta. Destrabado por X-39. Molde: ivr_campanias. Sin dimensiones: el corte lo pone el item de campania via campo_id_cuenta, no un tipo_envio
camp_eje	camp	jm	looker	resumen_metricas_dinamico	eje		ULTIMO				texto			el eje de la campania destacada. TEXTO, no metrica: molde camp_titulo. Columna E de resumen_metricas_dinamico, ya mapeada — verificado contra MAPEO antes de escribir. Es el unico de los ocho de L-046 que no lo escribe una persona
camp_env1_aperturas	camp	jm	digital	Directa Mail	mail_aperturas		FILA	1			miles		fecha_periodo	envio 1 de L-047, campo aperturas (col O). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env1_aud	camp	jm	digital	Directa Mail	mail_segmentacion		FILA	1			texto		fecha_periodo	envio 1 de L-047, campo aud (col J). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env1_clics	camp	jm	digital	Directa Mail	mail_clics		FILA	1			miles		fecha_periodo	envio 1 de L-047, campo clics (col Q). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env1_ctor	camp	jm	digital	Directa Mail	mail_ctor		FILA	1			fraccion		fecha_periodo	envio 1 de L-047, campo ctor (col R). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env1_entregados	camp	jm	digital	Directa Mail	mail_entregados		FILA	1			miles		fecha_periodo	envio 1 de L-047, campo entregados (col N). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env1_enviados	camp	jm	digital	Directa Mail	mail_enviados		FILA	1			miles		fecha_periodo	envio 1 de L-047, campo enviados (col M). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env1_fecha	camp	jm	digital	Directa Mail	fecha_periodo		FILA	1			fecha		fecha_periodo	envio 1 de L-047, campo fecha (col F). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env1_or	camp	jm	digital	Directa Mail	mail_or		FILA	1			fraccion		fecha_periodo	envio 1 de L-047, campo or (col P). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env1_rem	camp	jm	digital	Directa Mail	mail_remitente		FILA	1			texto		fecha_periodo	envio 1 de L-047, campo rem (col G). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env2_aperturas	camp	jm	digital	Directa Mail	mail_aperturas		FILA	2			miles		fecha_periodo	envio 2 de L-047, campo aperturas (col O). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env2_aud	camp	jm	digital	Directa Mail	mail_segmentacion		FILA	2			texto		fecha_periodo	envio 2 de L-047, campo aud (col J). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env2_clics	camp	jm	digital	Directa Mail	mail_clics		FILA	2			miles		fecha_periodo	envio 2 de L-047, campo clics (col Q). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env2_ctor	camp	jm	digital	Directa Mail	mail_ctor		FILA	2			fraccion		fecha_periodo	envio 2 de L-047, campo ctor (col R). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env2_entregados	camp	jm	digital	Directa Mail	mail_entregados		FILA	2			miles		fecha_periodo	envio 2 de L-047, campo entregados (col N). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env2_enviados	camp	jm	digital	Directa Mail	mail_enviados		FILA	2			miles		fecha_periodo	envio 2 de L-047, campo enviados (col M). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env2_fecha	camp	jm	digital	Directa Mail	fecha_periodo		FILA	2			fecha		fecha_periodo	envio 2 de L-047, campo fecha (col F). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env2_or	camp	jm	digital	Directa Mail	mail_or		FILA	2			fraccion		fecha_periodo	envio 2 de L-047, campo or (col P). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env3_aperturas	camp	jm	digital	Directa Mail	mail_aperturas		FILA	3			miles		fecha_periodo	envio 3 de L-047, campo aperturas (col O). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env3_aud	camp	jm	digital	Directa Mail	mail_segmentacion		FILA	3			texto		fecha_periodo	envio 3 de L-047, campo aud (col J). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env3_clics	camp	jm	digital	Directa Mail	mail_clics		FILA	3			miles		fecha_periodo	envio 3 de L-047, campo clics (col Q). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env3_ctor	camp	jm	digital	Directa Mail	mail_ctor		FILA	3			fraccion		fecha_periodo	envio 3 de L-047, campo ctor (col R). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env3_entregados	camp	jm	digital	Directa Mail	mail_entregados		FILA	3			miles		fecha_periodo	envio 3 de L-047, campo entregados (col N). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env3_enviados	camp	jm	digital	Directa Mail	mail_enviados		FILA	3			miles		fecha_periodo	envio 3 de L-047, campo enviados (col M). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env3_fecha	camp	jm	digital	Directa Mail	fecha_periodo		FILA	3			fecha		fecha_periodo	envio 3 de L-047, campo fecha (col F). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env3_or	camp	jm	digital	Directa Mail	mail_or		FILA	3			fraccion		fecha_periodo	envio 3 de L-047, campo or (col P). FILA ordena por fecha_periodo y desempata por orden de origen
