caso_id,bloque,token_propuesto,valor_esperado,base,solapa,clave,columna,operacion,estado,nota
V-102,campania_destacada_cadetes,mail_entregados,348035,digital,Directa Mail,ID Cuentas=3305-JULSEGGJ; Mail remitente=jorge.macri@buenosaires.gob.ar,Entregados,SUMA,aproximado,"R-15 REPRODUCE EL BLOQUE DE MAIL DE UNA CAMPANIA DESTACADA, A 25 DE 348.035. La cuenta tiene cuatro filas: tres con remitente jorge.macri@ (17/07 163.348, 18/07 37.876, 27/07 146.786 = 348.010) y una con infovecinos@ (20/07, 94.601), segmentada como 'No apertores del envio de jm', o sea el complemento deliberado. El deck publica 348.035 en la lamina 17 del JM 24-31/07. Diferencia -25, 0,007%. Sumar las cuatro filas da 442.611, que no es lo publicado: el corte por remitente es el correcto y es la regla que el motor ya tiene. Primera vez que R-15 se verifica sobre una campania destacada y no sobre el resumen ejecutivo (V-53 a V-58)."
C-01,agregado_semana_jm,ecv_inscriptos,2307,rdv,RVD JM-CM - ES,ventana 24/07-30/07 (vie-jue),Inscriptos,SUMA,contradice,lo que publicó el motor; excluye San Cristóbal 23/07 e incluye Caballito 29/07
C-02,agregado_semana_jm,ecv_encuentros,4,rdv,RVD JM-CM - ES,idem C-01,-,CUENTA,contradice,"el deck publicado también dice 4, pero son otros cuatro: incluye San Cristóbal, no incluye Caballito"
C-03,agregado_semana_jm,ecv_barrios,"Belgrano, Caballito, Retiro, Villa Urquiza",rdv,RVD JM-CM - ES,idem C-01,Barrio,LISTA,contradice,"el deck publica San Cristóbal, Retiro, Villa Urquiza, Belgrano"
C-04,seleccion_de_encuentros,-,-,rdv,RVD JM-CM - ES,-,FECHA,-,contradice,"Caballito 29/07 se publica en el informe 31/07-06/08, no en el 24/07-31/07 donde cae su fecha. Segunda instancia del mismo patrón que San Cristóbal 23/07. La selección la hace el temario, con un informe de retraso."
C-05,m2_semana_0608,-,-,-,-,-,-,-,contradice,"la ventana de M2 (30/07-06/08) NO es la del informe (31/07-06/08, lámina 17). Dos ventanas en el mismo deck."
C-06,m2_semana_0608,-,-,m2,M2 periodo DIRECTA,-,-,-,contradice,"el panel del equipo pierde una fila: 1942-SEPEPHGC tiene 26737 (M2 | Pre) y 26738 (M2 | Post) y el panel muestra una. Misma pisada por Id Cuentas que Union.gs:143, en la planilla."
C-07,ministros_semana_0608,-,Quirós (06/08),rdv,RVD JM-CM - ES + RDV_otros_ministros,fecha=2026-08-06; C3 / San Cristóbal,funcionario,-,contradice,"ERROR PUBLICADO: el deck dice Quirós; las DOS solapas dicen Francisco Quintana, misma fecha y dirección. Son personas distintas."
C-08,ministros_semana_0608,-,-,rdv,RVD JM-CM - ES,ventana 31/07-06/08,estado_evento,-,contradice,"4 de los 8 encuentros publicados figuran 'en agenda' o 'Programado', no Realizada, al momento del deck"
C-09,ministros_semana_0608,-,-,rdv,RDV_otros_ministros,-,encabezados,-,contradice,encabezados corridos una columna respecto de los datos: el header dice Inscriptos donde el dato trae el estado. Confirmado empíricamente.
C-11,resumen_ejecutivo_jm,ivr_*,-,digital,Directa IVR,ventana 24/07-31/07,-,-,sin_datos,cero filas de IVR en la ventana; el bloque IVR es posterior a este deck y hay que validarlo contra una semana que lo publique
C-12,resumen_ejecutivo_jm,pauta_meta/google/prog,9/7/14,looker,DIGITAL x Cuentas,idem A-01,-,CUENTA,abierto,da 6/5/10. Un conteo no es acumulado: no se explica por la fecha del export. NO TRABA el cableado; queda como pregunta abierta
C-13,solapas,-,-,digital,Digital,-,-,-,contradice,"CONGELADA: 205 filas JM hasta diciembre 2025, cero datos de 2026. Debe ir a uso=ignorar"
C-14,solapas,-,-,digital,CAMPAÑAS_DESGLOCE_DIGITAL,-,-,-,contradice,"JM llega hasta 17/04/2026, tres meses antes del informe. Debe ir a uso=ignorar"
C-15,resumen_ejecutivo_jm,-,-,looker,CC x Cuentas,-,-,-,cerrado,"3387-JULJDGGC queda afuera POR TEMARIO (decisión del usuario 09/08). Tiene 3 filas con datos y fecha en ventana (barrida 7.954, contactados 2.169). Es R-17: el temario selecciona, los filtros acotan. El universo de cc_* no es todas las cuentas JM de la ventana."
C-16,resumen_ejecutivo,-,-,-,-,-,-,-,cerrado,LIMITE DE LA VALIDACION: las láminas 2 y 3 sólo existen en el deck del 31/07. El del 07/08 es SECCO y no tiene resumen ejecutivo. Toda la lámina descansa en una sola observación.
C-17,resumen_ejecutivo_jm,cc_base,-,looker,CC,-,-,-,cerrado,"CERRADO: es Base barrida, no Base enviada. Evidencia: dos numeros publicados del mismo deck (V-64 y V-66). Semantica coincide: discada=barrida (lo efectivamente marcado); enviada es la base cargada. Desbloquea la sexta fila de la Parte C de N1."
C-18,resumen_ejecutivo_jm,cc_base,-,-,-,-,-,-,cerrado,"LIMITE: el deck del 07/08 no publica ningun bloque de Call Center, asi que no hay segundo informe para este dato. Confirmado por dos numeros de un deck, no por dos decks."
C-19,looker_estructura,-,-,looker,DIGITAL x Cuentas,-,-,-,cerrado,"EL JOIN NO ES EVITABLE, pero por la ventana, no por JM. El corte JM (F) y el filtro estado (I) se resuelven en DIGITAL sin cruzar. Las fechas (fecha_inicio/fecha_fin) SOLO estan en Cuentas: DIGITAL no tiene ninguna columna temporal. Dos de tres criterios no necesitan join; el temporal si."
C-20,looker_estructura,-,-,looker,DIGITAL,-,I estado,-,cerrado,"estado vive en las DOS solapas: DIGITAL col I y Cuentas col G. En DIGITAL: Finalizada 3519, Activa 932, Cancelada 48, Pendiente 25, Pausada 23, vacio 22 (total 4569). Aplicar Activa deja fuera 3637 filas."
C-21,fixtures,-,-,-,-,-,-,-,cerrado,"CERRADO 20/08 POR DECISION DE PRIVACIDAD, NO POR HABERSE HECHO. Los fixtures quedan FUERA del repo y el .gitignore se queda como esta: excluye *.xlsx y *.zip porque el repo es publico y las bases traen nombres de funcionarios, barrios y respuestas de vecinos (DOC-5 Parte 2, 31/07). RESOLUCION: viven en la carpeta local docs/_fixtures/, se pasan a demanda por el chat, y el repo guarda el INDICE -docs/_fixtures/README.md- con ruta local absoluta, tamano en bytes y sha256 de cada uno presente. El sha es lo que vuelve citable a un adjunto: sin huella un archivo pegado en un chat es anonimo, y un caso exacto medido contra un archivo anonimo no es reproducible, que es lo que este caso venia a arreglar. Quien recibe el fixture verifica el sha contra la tabla ANTES de citar un numero. RIESGO ACEPTADO, y es la mitad de lo que se eligio: si la carpeta local se pierde, los 104 casos exacto dejan de ser reproducibles y el indice solo sirve para saber exactamente que se perdio. Las otras dos salidas -repo privado aparte, anonimizar antes de subir- quedan escritas en PENDIENTES y NO se borran. NOTA ORIGINAL, que se conserva: SOLO DOS FIXTURES Y NINGUNO ARCHIVADO EN EL REPO. 31/07: Base Looker + Seguimiento Digital + RDV + M2 + deck JM 24-31/07 + deck SECCO 31/07. 06/08: Seguimiento Digital + RDV + M2 SIN Base Looker + deck SECCO 07/08. El del 06/08 no sirve para nada de looker. Viven en la maquina del usuario, sin versionar."
C-22,resumen_ejecutivo_jm,frecuencia,"11,9",looker,resumen_metricas_dinamico,ventana 24-31/07,L meta_frecuencia / M frecuencia_total,-,abierto,"L y M existen en resumen_metricas_dinamico (L=meta_frecuencia, M=frecuencia_total). NINGUNA reproduce 11,9: L suma 28,30 promedia 6,08; M suma 489,47 promedia 24,70; ratio sobre agregados 130,4 (con campaña generica) o 56,6 (sin). La operacion RATIO esta confirmada por V-68/V-69; lo que no cierra es el universo del total JM."
C-23,ecv_encuentro,enc_impresiones/enc_alcance,-,-,-,-,-,-,cerrado,"EL DECK PUBLICA POR ENCUENTRO Y SON DISTINTOS: San Cristobal 47.232 alcanzados / 190.805 impresiones; Retiro 36.694 / 378.880. Hace falta la rama por cuenta: es trabajo de codigo, no desaparece."
C-24,impresiones,-,-,looker,DIGITAL,-,-,-,contradice,"LAS PROPORCIONES NO SE MANTIENEN entre fotos. Contra A-01/A-03 (679.647/614.140/5.992.841): Meta x3,08, Google x2,72, Programmatic x4,24. prog/meta pasa de 8,8 a 12,2. Programmatic se movio solo: no es solo la base creciendo."
C-25,metodo,-,-,-,-,-,-,-,cerrado,"CRITERIO DE MONOTONIA. El fixture del 31/07 es ANTERIOR al deck: la lamina de San Cristobal dice 'Resultados parciales, fecha de fin 06/8' y el fixture trae 42.500 impresiones contra 190.805 publicadas. Entonces toda metrica ACUMULATIVA medida sobre el fixture debe ser MENOR O IGUAL que la publicada. Un valor MAYOR no se explica por el tiempo: es error de universo."
C-26,metodo,-,-,-,-,-,-,-,cerrado,"DOS TIPOS DE FUENTE, y solo en una tiene sentido decir exacto. INMUTABLES: un mail enviado tiene sus entregados fijos para siempre; rdv es un registro tipeado a mano. Ahi exacto significa algo (V-01..V-66). ACUMULATIVAS: looker suma impresiones todos los dias; exacto es imposible por construccion y lo que se valida es la REGLA, no el numero."
C-27,ecv_encuentro,enc_impresiones/enc_alcance,-,looker,ALCANCE / resumen_metricas_dinamico,San Cristobal 23/07 -> 3354-JULJDGAG,-,-,cerrado,"LA CUENTA ES LA CORRECTA: 3354 tiene fecha_fin 06/08, que es el 'Fecha de fin: 06/8' que imprime la lamina. Sus valores en el fixture (42.500 imp / 1.412 alcance) son mucho menores que los publicados (190.805 / 47.232) porque la campania seguia corriendo. Seguimiento Digital/Alcance dice lo mismo que looker/ALCANCE: 1412 y 17,775."
C-28,agregado_semana_jm,ecv_inscriptos,-,rdv,RVD JM-CM - ES,-,-,SUMA,retractado,"V-38 a V-45 SE RETRACTAN. 2445 no salio de ningun deck: lo midio la rama de validacion leyendo rdv con el rango 23/07-31/07, elegido a mano. Es la UNION de los dos universos (5 encuentros), no uno de ellos. Deck=2333 (4 enc), motor=2307 (4 enc), V-38=2445 (5). Nadie publico 2445."
C-29,agregado_semana_jm,-,-,-,-,-,-,-,cerrado,"EL DECK jm PUBLICADO NO TIENE LAMINA AGREGADA. Ninguna de sus 30 laminas trae INSCRIPTOS, ENCUENTROS ni Barrios impactados; solo los individuales por encuentro. La pregunta de si agregado e individuales comparten universo no se plantea en jm."
C-30,agregado_semana_secco,-,-,-,-,-,-,-,cerrado,"SECCO SI TIENE AGREGADO Y USA UN TERCER UNIVERSO, declarado por escrito en su lamina 5: 'ultimo trimestre, periodo de reuniones mas reciente de JM' + 'Exclusion de encuentros 1 a 1'. Ademas segmenta por tipo: L7 agrega RdV+Encuentro Tematico, L8 solo Primera Persona. NO ES DECISION FIJA: la opcion va por informe, y el eje no es solo ventana-o-temario sino ventana + exclusion por tipo + segmentacion por tipo."
C-31,resumen_ejecutivo_jm,ivr_*,-,-,-,-,-,-,cerrado,EL BLOQUE IVR DEL RESUMEN EXISTE Y ES CONDICIONAL. El deck JM 19/06-26/06 publica '2 campanias de IVR / Llamados realizados 54.869 / Atendidos 51.030 (93%)'. El del 31/07 NO lo tiene. Aparece cuando hay datos. Los ivr_* no son invalidables: faltan las bases de esa semana.
C-32,resumen_ejecutivo_jm,ivr_campanias,2,-,-,-,-,CUENTA,abierto,"MISMO SINTOMA QUE pauta_*: los 54.869 llamados y 51.030 atendidos del resumen son IDENTICOS a los de la lamina 7 (Ciudad Atractiva Eje Sur, un solo encuentro), pero el resumen dice 2 campanias. Conteo y suma no encajan. Cuarto caso del patron."
C-33,agregado_semana_jm,-,-,-,-,-,-,-,cerrado,"SEGUNDO DECK jm SIN LAMINA AGREGADA. El de 19/06-26/06 (27 laminas) tiene resumen ejecutivo JM y GCBA, encuentros individuales, M2, campanias destacadas y RRSS, y NINGUN total de inscriptos/encuentros/barrios. Dos de dos: la lamina 5 de JM_marcada no corresponde a nada que el equipo publique en jm. Refuerza C-29."
C-34,comunicaciones_post,-,-,-,-,-,-,-,cerrado,"EL RETRASO DE UN INFORME ESTA PUBLICADO COMO TABLA. Laminas 9 y 10 del deck 19/06-26/06: nueve campanias de encuentros del 01/06 al 18/06 reportadas en el informe del 19-26/06, cada una con su propia columna Periodo (ej. ECVs Boedo 12/06, periodo 17/06 al 27/06). Confirma C-04 sin inferencia."
C-35,plantilla,-,-,-,-,-,-,-,cerrado,"ANTECEDENTES ES UN BLOQUE DE CONTENIDO, NO UNA NOTA SUELTA. El texto que estaba como nota del orador en SECCO_marcada lamina 8 (Seguridad Eje Oeste 14/03, Movilidad Eje Sur 26/03) es el CUERPO de la lamina 7 del deck JM 19/06-26/06. Es comentario escrito a mano que aparece en las laminas de tematica. Las notas ya se borraron por decision del usuario; el bloque existe igual y la plantilla lo necesita."
C-36,m2_semana_0608,-,-,digital,Directa Mail,-,-,-,cerrado,LOS DOS DECKS DE LA MISMA SEMANA PUBLICAN M2 DISTINTO Y EL ORDEN ES MONOTONO CRECIENTE: deck SECCO 20 envios/902.703 < base 06/08 22/927.030 < deck JM 23/1.048.638. NO son universos distintos: son tres fotos. El SECCO se armo antes del 06/08 y el JM despues. Mejor confirmacion de C-25 hasta ahora.
C-37,agregado_semana_jm,-,-,-,-,-,-,-,cerrado,"TERCER DECK jm SIN LAMINA AGREGADA (31 laminas, 31/07-07/08). Tres de tres. Refuerza C-29 y C-33: los 28 tokens ecv_* de la lamina 5 de JM_marcada no reproducen nada que el equipo publique en jm."
C-38,resumen_ejecutivo,-,-,-,-,-,-,-,cerrado,"BLOQUES CONDICIONALES CONFIRMADO. Deck JM 31/07-07/08: el resumen JM NO tiene Call Center, ni IVR, ni SMS (solo mail y digital); GCBA tiene Call Center y SMS pero no IVR. Deck 19/06: JM tiene IVR. Los bloques aparecen segun haya datos. Refuerza C-31."
C-39,enc_alcance,-,-,digital,Alcance,-,ID Cuentas,-,cerrado,"digital/Alcance NO ESTA CLAVADA POR ID CUENTAS. 62 de 666 ids repiten fila en el export del 31/07 (hasta 5 veces), 66 de 690 en el del 06/08. Caballito y Nueva Pompeya pasan de 1 a 2 filas entre exports. Re-apuntar una fila de MARCADORES tendria que elegir cual y no hay columna que lo diga."
C-40,enc_alcance,enc_alcance,-,digital,Alcance,-,Alcance,-,cerrado,CONTESTA P-1 Y LO FALSA. El valor crece entre exports para la misma cuenta (Retiro vacio -> 47.753; Caballito vacio -> 49.541) y en Retiro supera lo publicado (47.753 vs 36.694). En San Cristobal es 1.412 en los dos exports contra 47.232 publicado. La solapa no reproduce enc_alcance en ninguno de los cuatro encuentros.
C-41,enc_impresiones,-,-,-,-,-,-,-,cerrado,"LA BASE TIENE UNA SOLA CUENTA POR ENCUENTRO; EL DECK PUBLICA DOS CAMPANIAS. Todo valor de base reproduce EXACTO un bloque y nunca el total: 3354 = PRE de San Cristobal (imp 42.500, clics 1.274); 3389 = PRE de N. Pompeya (imp 238.881, clics 1.072); 3346 se llama 'Agenda Post' y reproduce el bloque POST de Retiro. El hueco no es la solapa: es la segunda cuenta."
C-42,enc_impresiones,-,-,-,-,-,-,-,cerrado,CONTESTA P-2: NO HAY ELECCION ENTRE LAS DOS FUENTES. digital/Digital 2026 acumulado y looker/DIGITAL devuelven el MISMO numero en las cuatro cuentas medidas (42.500 / 19.523 / 35.965 / 238.881). Los dos caminos de codigo llegan al mismo dato; elegir entre ellos no es una pregunta de datos.
C-43,enc_impresiones,-,-,looker,DIGITAL,Id cuentas vacio,-,-,cerrado,"14 FILAS DE looker/DIGITAL NO TIENEN Id cuentas Y DOS DE ELLAS SON DATO PUBLICADO. El bloque PRE de Retiro 24/07 esta ahi: Meta imp 75.021 / 965 clics y DV360 imp 284.353 / 430 clics, exactamente los valores del deck. El join por cuenta las tira en silencio. Mismo modo de falla que C-20 (estado vacio)."
C-44,m2_campanias,m2_campanias,-,-,-,-,-,LISTA + CUENTA(LISTA),cerrado,"CONTESTA P-3 Y FALSA LA PREMISA DEL 03/08. Los cuatro decks publican LISTA Y CONTEO, y el conteo iguala siempre las lineas de la lista: JM 19/06 '13 Proyectos'/13, JM 31/07 '12 Campanias'/12, SECCO 31/07 '11 Campanias'/11, SECCO 07/08 '13 Proyectos'/13. No es conteo en secco y lista en jm. La palabra (Campanias / Proyectos) es texto tipeado, no token."
C-45,m2_campanias,-,-,digital,Directa Mail,idem X-18,Nombre campaña | Directa,DISTINTOS,cerrado,"FALSADOR DE NORMALIZACION CUMPLIDO: 30 distintos crudos == 30 normalizados (plegando espacios, case y acentos). La pregunta de normalizacion no tiene consecuencia hoy y no debe generar codigo."
C-46,campania_destacada,alcance / clics,-,looker,ALCANCE y DIGITAL,-,-,-,cerrado,"CONTESTA P-4 POR ESTRUCTURA, NO POR NUMERO. looker/ALCANCE tiene Alcance y Frecuencia y NO tiene clics; looker/DIGITAL tiene Impresiones, Visualizaciones y Clics y NO TIENE COLUMNA DE ALCANCE. No son dos candidatas para lo mismo: cada una tiene exactamente una de las dos metricas. No hay decision de fuente que tomar."
C-47,enc_ciudad_atractiva_2506,-,-,-,-,-,-,-,cerrado,EL ICEBERG COLAPSA CALL CENTER + IVR EN UNA LINEA. Deck JM 19/06-26/06 publica 'Call Center: 183 (22%)' y la fila rdv trae cc=136 e ivr=47. En cambio el deck del 28/07 (Orden Publico) publica las dos por separado (169 y 43). El desglose de canales del iceberg no tiene un mapeo fijo columna->linea.
C-48,enc_ciudad_atractiva_2506,-,-,-,-,-,%,REDONDEO,cerrado,"LOS PORCENTAJES DEL ICEBERG REDONDEAN, NO TRUNCAN. 250/844=29,6 -> 30 y 183/844=21,7 -> 22. Discrimina contra frecuencia, que trunca (V-72, V-76). Dos operaciones de redondeo distintas conviven en el mismo informe."
C-49,ecv_insc_dif,ecv_insc_dif,-,rdv,RVD JM-CM - ES,Figura=Jorge Macri,Difusión,-,cerrado,"POR QUE HOY RESUELVE sin_datos. De 75 filas JM de 2026, 29 tienen Difusion distinta de cero y la ultima es del 25/06/2026. Despues de esa fecha la columna deja de cargarse. Es un bloque condicional como IVR (C-31, C-38), no un token faltante: la plantilla lo conserva y el motor lo omite cuando el valor es vacio."
C-50,enc_impresiones,-,-,reuniones,Agenda JM + Agenda JM | Post,-,ID,-,cerrado,"CONTESTA C-41: LA SEGUNDA CAMPANIA NO TIENE ID PROPIO. PRE y POST comparten el mismo ID de cuenta y viven en dos solapas distintas. 152 ids en PRE, 102 en POST, 98 compartidos, 4 solo POST. La clave del par es (ID, solapa), no dos cuentas. San Cristobal, Retiro, Caballito y Nueva Pompeya aparecen en las dos con el mismo ID."
C-51,enc_alcance,-,-,digital,Alcance,-,ID Cuentas,-,cerrado,"EXPLICA C-39. Las filas duplicadas de digital/Alcance son pares PRE/POST del mismo id, no ambiguedad. Nueva Pompeya tenia [52.012, 22.362] en el export del 06/08; la base de reuniones trae Alcance manual (PRE) = 52.012 EXACTO y Alcance (POST) = 45.211 al 12/08. El primer valor es PRE y el segundo POST, y el segundo crece."
C-52,enc_frecuencia,frecuencia_estimada,-,reuniones,Agenda JM,ID,Frecuencia estimada,RATIO,cerrado,"LA BASE CALCULA LA FRECUENCIA Y ES Impresiones totales / Alcance. San Cristobal: 42.500 / 1.412 = 30,099 = celda Frecuencia estimada, exacto. La celda NO trunca; el truncado a un decimal (V-72, V-76) lo aplica la plantilla al publicar, no la fuente."
C-53,enc_alcance,-,-,reuniones,Agenda JM,ID=3289-JUNJDGAG,Alcance manual,-,contradice,"Alcance manual NO ES ACUMULATIVA Y C-25 NO APLICA. La lamina 9 publico 219.139 el 31/07 y la base del 12/08 trae 157.580 para la misma fila: menor doce dias despues. El nombre de la columna lo dice: es un valor tipeado. Cualquier verificacion de alcance contra esta columna se valida por regla, no por numero, y no puede usar la direccion temporal como criterio."
C-54,embudo_call_center,-,-,looker,CC,-,Base enviada,-,cerrado,"TRAMPA DE LECTURA: Base enviada LLEGA FORMATEADA COMO FECHA. En el export del 31/07 la columna se lee 1914-09-30, 1903-07-09, 1921-11-25: son seriales de Excel. 1914-09-30 = 5.387, 1903-07-09 = 1.286, 1921-11-25 = 8.000. Su suma para 3289 da los 6.673 que C-17 citaba como alternativa descartada. Cualquier lector que no convierta el serial va a tratar la columna como vacia o como fecha basura."
C-55,resumen_ejecutivo_jm,-,-,-,-,-,-,-,cerrado,"ADDENDUM A V-64 / V-65 / V-66: falta la referencia de lamina. Los tres se midieron contra la LAMINA 2 (Resumen Ejecutivo - JM) del deck JM 24-31/07, que publica 'Base discada: 6.011' y 'Contactados: 1.878 (31%)'. Los tres siguen exactos. La omision de la lamina fue lo que hizo parecer que contradecian a V-86, que mide la lamina 9. Un numero validado sin su lamina invita a la misma confusion."
C-56,-,-,-,-,-,-,-,-,cerrado,"X-06 A X-09 EXISTIERON Y FUERON RETIRADOS, NO PERDIDOS. La nota de V-53 (addendum 09/08) dice literal 'Retira X-06..X-09'. Se los borro del CSV en vez de marcarlos retractado, que es lo que se hizo con V-38..V-45. Dos tratamientos distintos para el mismo hecho. El criterio que vale es el de V-38: la fila queda con estado retractado y la nota dice quien la retira. La serie X sigue en X-22 y el hueco 06-09 no se reusa."
C-57,u1_san_cristobal_post,u1_prog_impresiones,94955,-,-,-,-,-,sin_datos,"CONFIRMA X-05 CON BUSQUEDA EXHAUSTIVA. Los tres valores del bloque POST de San Cristobal 23/07 (impresiones 69.147 Meta, 340 Google, 94.955 Programmatic y visualizaciones 23 / 250 / 69.061) no aparecen en NINGUNA celda numerica de los siete libros de los dos fixtures. La base de reuniones nueva tampoco los tiene: Agenda JM | Post trae 3354 con Alcance 0 e Impresiones totales 0 al 12/08. Tercera verificacion, el POST digital de ese encuentro no esta en ninguna base."
C-58,resumen_ejecutivo_jm,cc_*,-,reuniones,Agenda JM,-,-,-,cerrado,"LOS cc_* DEL RESUMEN EJECUTIVO NO SE CABLEAN CONTRA LA BASE NUEVA. Dos razones. Una: Agenda JM trae SOLO la fila 1 de 3289 (5.387 / 4.726 / 1.380 / 1.181) y le falta la segunda, que es la que hace los 6.011 publicados. Dos: trae el bloque de Call Center de 3387 en cero en los cuatro campos mientras el deck publica 8.255 / 7.232 / 1.901 / 1.514 y looker/CC los tiene; el IVR de esa misma fila si esta completo (V-87). El embudo del iceberg si se cablea contra Agenda JM, con REVISAR cuando el bloque venga en cero. Los cc_* siguen en looker/CC x Cuentas."
C-59,embudo_call_center,-,-,looker,CC,-,Tipo de llamado,-,cerrado,"LA COLUMNA PASA EL FALSADOR EN LAS DOS DIRECCIONES. Requisito uno: excluir la tercera fila de 3387 sin tocar las dos que publica la lamina 11. Requisito dos: NO excluir ninguna de las dos filas de 3289, porque la lamina 2 publica la suma. Los dos se cumplen. Cinco valores en el export del 14/08 (Reconfirmacion 878, Convocatoria 230, IVR convocatoria 106, Informativo 67, Cancelacion 38) y CERO vacios en 1.319 filas, asi que no hay que decidir que hacer con un vacio (C-20, R-20)."
C-60,embudo_call_center,-,-,looker,CC,-,Base enviada,-,cerrado,"C-54 ERA DEL EXPORT, NO DE LA COLUMNA. En el export del 14/08 Base enviada llega numerica (3.346, 11.606) y no como serial formateado a fecha. El valor de 3289 sigue siendo 5.387 en los dos exports. La conversion de serial hay que conservarla como defensa de lectura, no como caracteristica de la fuente."
C-61,embudo_call_center,-,-,looker,CC,-,Tipo de llamado,-,abierto,"RADIO DE IMPACTO DEL ALTA. 244 de 940 cuentas tienen mas de una fila en CC y 229 de esas mezclan mas de un Tipo de llamado. Cablear el iceberg por Convocatoria + IVR convocatoria cambia el resultado en casi todas ellas, no solo en las dos medidas. La Parte 0 del prompt de cableado tiene que medir cuantos tokens ya validados cambian de valor antes de escribir, y ninguno de los exactos vigentes puede moverse."
C-62,resumen_ejecutivo_jm,cc_campanias,2,looker,CC,ID Cuentas=3488-AGOJDGAG,Tipo de llamado,CUENTA_NO_VACIAS,cerrado,"CIERRA EL ITEM CALL CENTER DE X-16 / X-17: NUNCA HUBO DOS UNIVERSOS. La cuenta 3488 tiene TRES filas -Convocatoria 6.000, Reconfirmacion 0, IVR convocatoria 245- y el deck publica '2 campanias de Call Center'. El conteo son las filas con valores distintos de cero y la suma es sobre esas mismas filas. El desajuste era una columna ilegible, no un criterio raro. Confirma tambien 3289 en el deck 24-31/07: dos filas no vacias, dos campanias publicadas."
C-63,enc_alcance,-,-,reuniones,Agenda JM,ID=3289-JUNJDGAG,Alcance manual,-,contradice,C-53 CONFIRMADO CON UN TERCER PUNTO. Publicado 31/07: 219.139. Base 12/08: 157.580. Base 14/08: 157.580. La columna bajo respecto de lo publicado y despues quedo quieta. No es acumulativa y la direccion temporal de C-25 no aplica: es un valor tipeado.
C-64,-,-,-,reuniones,Base_mail / Base_IVR / Base_Call / Base_Digital,-,-,-,cerrado,"EL PATRON X-16 / X-17 SE EXPLICA Y NO ERA UN CRITERIO RARO. La base nueva tiene DOS CAPAS: una de filas (Base_mail, Base_IVR, Base_Call, Base_Digital), con una fila por envio, por llamado o por pauta, y una agregada (Agenda JM, Agenda JM | Post) que suma esas filas por cuenta. El deck a veces publica la agregada y a veces UNA fila de la capa de abajo, y las solapas de looker solo conservan el agregado. Resuelto asi en tres canales: call center (C-62), IVR (V-98) y mail (V-99). Quedan por revisar con este mismo criterio pauta_* y Alerta Naranja."
C-65,-,-,-,reuniones,Base_Digital,-,ID Cuentas,-,cerrado,"Base_Digital NO SE LEE POR FILA. Son ocho listas independientes pegadas lado a lado -Meta / Google / Programmatic Convocatoria, Alcance Meta Convocatoria, los mismos cuatro para Post- y cada una trae su propia columna ID Cuentas. Las filas de una lista no se corresponden con las de la de al lado. Ademas los ids repiten dentro de una lista: 351 de 920 en Meta Convocatoria. Hay que leer bloque por bloque y agregar por id, nunca por indice de fila."
C-66,enc_almagro_0608,enc_imp_meta,150180,-,-,ID Cuentas=3440-JULJDGAG,Impresiones Meta,SUMA,cerrado,"CERRADO 14/08 POR EL CRITERIO DEL GEMELO. Parque Chacabuco 04/08 (3439-JULJDGAG), misma semana, misma lamina, misma estructura de dos capas y las mismas tres fuentes, reproduce EXACTO en los tres bloques que se le midieron: Meta PRE 53.370 (21.075+32.295), Programmatic PRE 393.499 (150.937+242.562) y clics PRE 1.886. Si el metodo de lectura, la eleccion de fuente o la estructura PRE/POST estuvieran mal, el gemelo fallaria igual. No falla. Por lo tanto el desvio de Almagro es un error del numero publicado y no del motor ni de esta rama. NUMEROS: deck 150.180 impresiones y 4.113 clics contra 137.633 y 3.973 en Base_Digital, looker/DIGITAL y Agenda JM, tres lecturas coincidentes incluida la de Code del 14/08 22:50 UTC. Diferencia -12.547 y -140. No existe en ninguna fuente una fila de 12.547 impresiones ni de 140 clics que la complete. En la misma lamina Programmatic PRE da 2.175.902 exacto y las tres cajas POST crecieron, que es lo esperable. QUEDA SIN DECIDIR, Y NO LO DECIDE ESTA RAMA: si el deck salio de una pasada con un valor que despues se perdio, o si la fuente perdio una fila. La lamina es internamente consistente con 150.180 -las cinco cajas suman los 2.920.913 publicados-, asi que el numero no se tipeo suelto. Lo resuelve quien carga. Va a la lista de errores publicados junto a Quiros por Francisco Quintana, el 41-350 con guion y la Alerta Naranja de mayo. LA HIPOTESIS DE DESCUENTO RETROACTIVO DE META NO SE SOSTIENE Y SE RETIRA: ver V-101."
C-67,campania_destacada_cadetes,mail_entregados,25,digital,Directa Mail,ID Cuentas=3305-JULSEGGJ,Entregados,-,abierto,"LOS 25 DE V-102 NO SE EXPLICAN. No es desfasaje temporal: los cuatro valores de las cuatro filas son identicos en el export del 31/07 y en el del 14/08, y los entregados de un mail ya enviado son inmutables (C-26). No es una fila faltante: no hay ninguna fila de 25 entregados en la cuenta ni en ninguna cuenta con nomenclatura de Cadetes. No es el remitente: agregar la cuarta fila da 442.611, no 348.035. Queda como residuo sin fuente. Se cierra si aparece una quinta fila en un export posterior o si quien carga confirma un ajuste manual."
